date,center_id,city,donor_count,temp_max,precipitation,day_of_week,is_holiday,month,year,day_of_year,is_weekend,season,donor_lag_7,donor_lag_14,rolling_7day_avg,rolling_14day_avg
2020-01-30,center_chicago,Chicago,1591,1.8,0.0,3,0,1,2020,30,0,0,1430.0,1579.0,1314.857142857143,1216.142857142857
2020-01-31,center_chicago,Chicago,1340,3.8,0.8,4,0,1,2020,31,0,0,1264.0,1028.0,1337.857142857143,1217.0
2020-02-01,center_chicago,Chicago,1118,3.6,1.1,5,0,2,2020,32,1,0,933.0,924.0,1348.7142857142858,1239.2857142857142
2020-02-02,center_chicago,Chicago,1052,11.6,0.0,6,0,2,2020,33,1,0,827.0,709.0,1375.142857142857,1253.142857142857
2020-02-03,center_chicago,Chicago,1651,6.2,0.0,0,0,2,2020,34,0,0,1472.0,668.0,1407.2857142857142,1277.642857142857
2020-02-04,center_chicago,Chicago,1621,2.3,0.0,1,0,2,2020,35,0,0,1612.0,1252.0,1432.857142857143,1347.857142857143
2020-02-05,center_chicago,Chicago,1338,-0.6,1.0,2,0,2,2020,36,0,0,1666.0,1662.0,1434.142857142857,1374.2142857142858
2020-02-06,center_chicago,Chicago,1149,-1.0,6.5,3,0,2,2020,37,0,0,1591.0,1430.0,1387.2857142857142,1351.0714285714287
2020-02-07,center_chicago,Chicago,1354,0.8,1.9,4,0,2,2020,38,0,0,1340.0,1264.0,1324.142857142857,1331.0
2020-02-08,center_chicago,Chicago,1005,1.0,0.0,5,0,2,2020,39,1,0,1118.0,933.0,1326.142857142857,1337.4285714285713
2020-02-09,center_chicago,Chicago,760,1.9,4.5,6,0,2,2020,40,1,0,1052.0,827.0,1310.0,1342.5714285714287
2020-02-10,center_chicago,Chicago,1571,1.5,0.1,0,0,2,2020,41,0,0,1651.0,1472.0,1268.2857142857142,1337.7857142857142
2020-02-11,center_chicago,Chicago,1514,2.1,0.0,1,0,2,2020,42,0,0,1621.0,1612.0,1256.857142857143,1344.857142857143
2020-02-12,center_chicago,Chicago,1452,3.2,1.5,2,0,2,2020,43,0,0,1338.0,1666.0,1241.5714285714287,1337.857142857143
2020-02-13,center_chicago,Chicago,1232,-0.4,7.2,3,0,2,2020,44,0,0,1149.0,1591.0,1257.857142857143,1322.5714285714287
2020-02-14,center_chicago,Chicago,1141,-11.5,0.0,4,0,2,2020,45,0,0,1354.0,1340.0,1269.7142857142858,1296.9285714285713
2020-02-15,center_chicago,Chicago,956,1.0,0.0,5,0,2,2020,46,1,0,1005.0,1118.0,1239.2857142857142,1282.7142857142858
2020-02-16,center_chicago,Chicago,712,-0.1,0.0,6,0,2,2020,47,1,0,760.0,1052.0,1232.2857142857142,1271.142857142857
2020-02-17,center_chicago,Chicago,826,3.2,3.6,0,1,2,2020,48,0,0,1571.0,1651.0,1225.4285714285713,1246.857142857143
2020-02-18,center_chicago,Chicago,1548,3.2,3.1,1,0,2,2020,49,0,0,1514.0,1621.0,1119.0,1187.9285714285713
2020-02-19,center_chicago,Chicago,1231,-1.6,0.0,2,0,2,2020,50,0,0,1452.0,1338.0,1123.857142857143,1182.7142857142858
2020-02-20,center_chicago,Chicago,1353,-4.8,0.0,3,0,2,2020,51,0,0,1232.0,1149.0,1092.2857142857142,1175.0714285714287
2020-02-21,center_chicago,Chicago,1358,3.3,0.0,4,0,2,2020,52,0,0,1141.0,1354.0,1109.5714285714287,1189.642857142857
2020-02-22,center_chicago,Chicago,1062,9.1,0.0,5,0,2,2020,53,1,0,956.0,1005.0,1140.5714285714287,1189.9285714285713
2020-02-23,center_chicago,Chicago,1036,12.0,0.0,6,0,2,2020,54,1,0,712.0,760.0,1155.7142857142858,1194.0
2020-02-24,center_chicago,Chicago,1392,6.3,0.3,0,0,2,2020,55,0,0,826.0,1571.0,1202.0,1213.7142857142858
2020-02-25,center_chicago,Chicago,1460,2.0,3.1,1,0,2,2020,56,0,0,1548.0,1514.0,1282.857142857143,1200.9285714285713
2020-02-26,center_chicago,Chicago,1411,0.6,6.0,2,0,2,2020,57,0,0,1231.0,1452.0,1270.2857142857142,1197.0714285714287
2020-02-27,center_chicago,Chicago,1346,-0.4,0.0,3,0,2,2020,58,0,0,1353.0,1232.0,1296.0,1194.142857142857
2020-02-28,center_chicago,Chicago,1185,-1.2,0.0,4,0,2,2020,59,0,0,1358.0,1141.0,1295.0,1202.2857142857142
2020-02-29,center_chicago,Chicago,1030,3.0,0.0,5,0,2,2020,60,1,0,1062.0,956.0,1270.2857142857142,1205.4285714285713
2020-03-01,center_chicago,Chicago,992,14.1,0.0,6,0,3,2020,61,1,1,1036.0,712.0,1265.7142857142858,1210.7142857142858
2020-03-02,center_chicago,Chicago,1601,9.2,0.0,0,0,3,2020,62,0,1,1392.0,826.0,1259.4285714285713,1230.7142857142858
2020-03-03,center_chicago,Chicago,1521,9.4,0.3,1,0,3,2020,63,0,1,1460.0,1548.0,1289.2857142857142,1286.0714285714287
2020-03-04,center_chicago,Chicago,1595,6.8,1.3,2,0,3,2020,64,0,1,1411.0,1231.0,1298.0,1284.142857142857
2020-03-05,center_chicago,Chicago,1842,10.7,0.0,3,0,3,2020,65,0,1,1346.0,1353.0,1324.2857142857142,1310.142857142857
2020-03-06,center_chicago,Chicago,1376,5.9,0.4,4,0,3,2020,66,0,1,1185.0,1358.0,1395.142857142857,1345.0714285714287
2020-03-07,center_chicago,Chicago,1013,9.1,0.0,5,0,3,2020,67,1,1,1030.0,1062.0,1422.4285714285713,1346.357142857143
2020-03-08,center_chicago,Chicago,1046,15.5,0.0,6,0,3,2020,68,1,1,992.0,1036.0,1420.0,1342.857142857143
2020-03-09,center_chicago,Chicago,1653,12.6,6.5,0,0,3,2020,69,0,1,1601.0,1392.0,1427.7142857142858,1343.5714285714287
2020-03-10,center_chicago,Chicago,1755,11.6,11.1,1,0,3,2020,70,0,1,1521.0,1460.0,1435.142857142857,1362.2142857142858
2020-03-11,center_chicago,Chicago,1731,8.6,0.1,2,0,3,2020,71,0,1,1595.0,1411.0,1468.5714285714287,1383.2857142857142
2020-03-12,center_chicago,Chicago,1742,15.1,0.0,3,0,3,2020,72,0,1,1842.0,1346.0,1488.0,1406.142857142857
2020-03-13,center_chicago,Chicago,1566,11.4,0.3,4,0,3,2020,73,0,1,1376.0,1185.0,1473.7142857142858,1434.4285714285713
2020-03-14,center_chicago,Chicago,1003,5.4,1.7,5,0,3,2020,74,1,1,1013.0,1030.0,1500.857142857143,1461.642857142857
2020-03-15,center_chicago,Chicago,757,2.2,0.4,6,0,3,2020,75,1,1,1046.0,992.0,1499.4285714285713,1459.7142857142858
2020-03-16,center_chicago,Chicago,1393,4.6,1.0,0,0,3,2020,76,0,1,1653.0,1601.0,1458.142857142857,1442.9285714285713
2020-03-17,center_chicago,Chicago,1517,5.2,0.0,1,0,3,2020,77,0,1,1755.0,1521.0,1421.0,1428.0714285714287
2020-03-18,center_chicago,Chicago,1560,7.6,9.9,2,0,3,2020,78,0,1,1731.0,1595.0,1387.0,1427.7857142857142
2020-03-19,center_chicago,Chicago,1706,13.8,10.9,3,0,3,2020,79,0,1,1742.0,1842.0,1362.5714285714287,1425.2857142857142
2020-03-20,center_chicago,Chicago,1432,15.9,11.0,4,0,3,2020,80,0,1,1566.0,1376.0,1357.4285714285713,1415.5714285714287
2020-03-21,center_chicago,Chicago,991,0.3,0.0,5,0,3,2020,81,1,1,1003.0,1013.0,1338.2857142857142,1419.5714285714287
2020-03-22,center_chicago,Chicago,898,2.2,1.4,6,0,3,2020,82,1,1,757.0,1046.0,1336.5714285714287,1418.0
2020-03-23,center_chicago,Chicago,1550,4.7,5.0,0,0,3,2020,83,0,1,1393.0,1653.0,1356.7142857142858,1407.4285714285713
2020-03-24,center_chicago,Chicago,1719,4.6,0.0,1,0,3,2020,84,0,1,1517.0,1755.0,1379.142857142857,1400.0714285714287
2020-03-25,center_chicago,Chicago,1946,15.2,0.0,2,0,3,2020,85,0,1,1560.0,1731.0,1408.0,1397.5
2020-03-26,center_chicago,Chicago,1736,10.0,7.1,3,0,3,2020,86,0,1,1706.0,1742.0,1463.142857142857,1412.857142857143
2020-03-27,center_chicago,Chicago,1460,8.5,1.7,4,0,3,2020,87,0,1,1432.0,1566.0,1467.4285714285713,1412.4285714285713
2020-03-28,center_chicago,Chicago,1140,14.2,13.0,5,0,3,2020,88,1,1,991.0,1003.0,1471.4285714285713,1404.857142857143
2020-03-29,center_chicago,Chicago,1078,17.7,3.0,6,0,3,2020,89,1,1,898.0,757.0,1492.7142857142858,1414.642857142857
2020-03-30,center_chicago,Chicago,1426,8.9,0.0,0,0,3,2020,90,0,1,1550.0,1393.0,1518.4285714285713,1437.5714285714287
2020-03-31,center_chicago,Chicago,1547,3.9,0.0,1,0,3,2020,91,0,1,1719.0,1517.0,1500.7142857142858,1439.9285714285713
2020-04-01,center_chicago,Chicago,1449,7.2,0.0,2,0,4,2020,92,0,1,1946.0,1560.0,1476.142857142857,1442.0714285714287
2020-04-02,center_chicago,Chicago,1681,7.6,0.0,3,0,4,2020,93,0,1,1736.0,1706.0,1405.142857142857,1434.142857142857
2020-04-03,center_chicago,Chicago,1598,14.8,0.1,4,0,4,2020,94,0,1,1460.0,1432.0,1397.2857142857142,1432.357142857143
2020-04-04,center_chicago,Chicago,1330,13.4,2.4,5,0,4,2020,95,1,1,1140.0,991.0,1417.0,1444.2142857142858
2020-04-05,center_chicago,Chicago,829,5.4,0.0,6,0,4,2020,96,1,1,1078.0,898.0,1444.142857142857,1468.4285714285713
2020-04-06,center_chicago,Chicago,1719,13.1,0.7,0,0,4,2020,97,0,1,1426.0,1550.0,1408.5714285714287,1463.5
2020-04-07,center_chicago,Chicago,1860,23.9,12.9,1,0,4,2020,98,0,1,1547.0,1719.0,1450.4285714285713,1475.5714285714287
2020-04-08,center_chicago,Chicago,1826,17.4,3.0,2,0,4,2020,99,0,1,1449.0,1946.0,1495.142857142857,1485.642857142857
2020-04-09,center_chicago,Chicago,1595,8.2,1.9,3,0,4,2020,100,0,1,1681.0,1736.0,1549.0,1477.0714285714287
2020-04-10,center_chicago,Chicago,1358,7.4,0.0,4,0,4,2020,101,0,1,1598.0,1460.0,1536.7142857142858,1467.0
2020-04-11,center_chicago,Chicago,1155,16.4,0.2,5,0,4,2020,102,1,1,1330.0,1140.0,1502.4285714285713,1459.7142857142858
2020-04-12,center_chicago,Chicago,1084,18.4,4.3,6,0,4,2020,103,1,1,829.0,1078.0,1477.4285714285713,1460.7857142857142
2020-04-13,center_chicago,Chicago,1707,13.1,2.4,0,0,4,2020,104,0,1,1719.0,1426.0,1513.857142857143,1461.2142857142858
2020-04-14,center_chicago,Chicago,1695,4.9,1.0,1,0,4,2020,105,0,1,1860.0,1547.0,1512.142857142857,1481.2857142857142
2020-04-15,center_chicago,Chicago,1554,3.7,2.5,2,0,4,2020,106,0,1,1826.0,1449.0,1488.5714285714287,1491.857142857143
2020-04-16,center_chicago,Chicago,1451,8.2,0.0,3,0,4,2020,107,0,1,1595.0,1681.0,1449.7142857142858,1499.357142857143
2020-04-17,center_chicago,Chicago,1101,5.5,7.5,4,0,4,2020,108,0,1,1358.0,1598.0,1429.142857142857,1482.9285714285713
2020-04-18,center_chicago,Chicago,1155,13.1,0.0,5,0,4,2020,109,1,1,1155.0,1330.0,1392.4285714285713,1447.4285714285713
2020-04-19,center_chicago,Chicago,895,13.5,0.2,6,0,4,2020,110,1,1,1084.0,829.0,1392.4285714285713,1434.9285714285713
2020-04-20,center_chicago,Chicago,1949,15.6,0.4,0,0,4,2020,111,0,1,1707.0,1719.0,1365.4285714285713,1439.642857142857
2020-04-21,center_chicago,Chicago,1994,13.1,0.7,1,0,4,2020,112,0,1,1695.0,1860.0,1400.0,1456.0714285714287
2020-04-22,center_chicago,Chicago,1910,14.1,2.9,2,0,4,2020,113,0,1,1554.0,1826.0,1442.7142857142858,1465.642857142857
2020-04-23,center_chicago,Chicago,1750,13.1,1.2,3,0,4,2020,114,0,1,1451.0,1595.0,1493.5714285714287,1471.642857142857
2020-04-24,center_chicago,Chicago,1269,7.2,1.0,4,0,4,2020,115,0,1,1101.0,1358.0,1536.2857142857142,1482.7142857142858
2020-04-25,center_chicago,Chicago,953,7.1,14.2,5,0,4,2020,116,1,1,1155.0,1155.0,1560.2857142857142,1476.357142857143
2020-04-26,center_chicago,Chicago,991,11.5,3.3,6,0,4,2020,117,1,1,895.0,1084.0,1531.4285714285713,1461.9285714285713
2020-04-27,center_chicago,Chicago,1715,18.4,0.9,0,0,4,2020,118,0,1,1949.0,1707.0,1545.142857142857,1455.2857142857142
2020-04-28,center_chicago,Chicago,1747,19.5,6.9,1,0,4,2020,119,0,1,1994.0,1695.0,1511.7142857142858,1455.857142857143
2020-04-29,center_chicago,Chicago,1455,17.2,38.0,2,0,4,2020,120,0,1,1910.0,1554.0,1476.4285714285713,1459.5714285714287
2020-04-30,center_chicago,Chicago,1284,8.9,19.6,3,0,4,2020,121,0,1,1750.0,1451.0,1411.4285714285713,1452.5
2020-05-01,center_chicago,Chicago,1544,14.6,0.0,4,0,5,2020,122,0,1,1269.0,1101.0,1344.857142857143,1440.5714285714287
2020-05-02,center_chicago,Chicago,1192,23.8,0.4,5,0,5,2020,123,1,1,953.0,1155.0,1384.142857142857,1472.2142857142858
2020-05-03,center_chicago,Chicago,914,19.8,0.0,6,0,5,2020,124,1,1,991.0,895.0,1418.2857142857142,1474.857142857143
2020-05-04,center_chicago,Chicago,1657,18.5,0.0,0,0,5,2020,125,0,1,1715.0,1949.0,1407.2857142857142,1476.2142857142858
2020-05-05,center_chicago,Chicago,1399,7.9,5.9,1,0,5,2020,126,0,1,1747.0,1994.0,1399.0,1455.357142857143
2020-05-06,center_chicago,Chicago,1940,12.4,0.2,2,0,5,2020,127,0,1,1455.0,1910.0,1349.2857142857142,1412.857142857143
2020-05-07,center_chicago,Chicago,1931,17.5,0.0,3,0,5,2020,128,0,1,1284.0,1750.0,1418.5714285714287,1415.0
2020-05-08,center_chicago,Chicago,1353,7.5,0.0,4,0,5,2020,129,0,1,1544.0,1269.0,1511.0,1427.9285714285713
2020-05-09,center_chicago,Chicago,1200,12.8,0.0,5,0,5,2020,130,1,1,1192.0,953.0,1483.7142857142858,1433.9285714285713
2020-05-10,center_chicago,Chicago,809,12.4,6.6,6,0,5,2020,131,1,1,914.0,991.0,1484.857142857143,1451.5714285714287
2020-05-11,center_chicago,Chicago,1390,6.8,1.1,0,0,5,2020,132,0,1,1657.0,1715.0,1469.857142857143,1438.5714285714287
2020-05-12,center_chicago,Chicago,1760,13.9,0.0,1,0,5,2020,133,0,1,1399.0,1747.0,1431.7142857142858,1415.357142857143
2020-05-13,center_chicago,Chicago,2023,17.4,0.0,2,0,5,2020,134,0,1,1940.0,1455.0,1483.2857142857142,1416.2857142857142
2020-05-14,center_chicago,Chicago,1482,22.0,15.3,3,0,5,2020,135,0,1,1931.0,1284.0,1495.142857142857,1456.857142857143
2020-05-15,center_chicago,Chicago,1527,20.2,10.3,4,0,5,2020,136,0,1,1353.0,1544.0,1431.0,1471.0
2020-05-16,center_chicago,Chicago,1122,17.5,0.0,5,0,5,2020,137,1,1,1200.0,1192.0,1455.857142857143,1469.7857142857142
2020-05-17,center_chicago,Chicago,797,20.1,35.2,6,0,5,2020,138,1,1,809.0,914.0,1444.7142857142858,1464.7857142857142
2020-05-18,center_chicago,Chicago,1238,18.0,26.6,0,0,5,2020,139,0,1,1390.0,1657.0,1443.0,1456.4285714285713
2020-05-19,center_chicago,Chicago,1970,14.6,1.8,1,0,5,2020,140,0,1,1760.0,1399.0,1421.2857142857142,1426.5
2020-05-20,center_chicago,Chicago,1776,15.4,0.2,2,0,5,2020,141,0,1,2023.0,1940.0,1451.2857142857142,1467.2857142857142
2020-05-21,center_chicago,Chicago,1693,15.8,0.0,3,0,5,2020,142,0,1,1482.0,1931.0,1416.0,1455.5714285714287
2020-05-22,center_chicago,Chicago,1697,16.6,0.3,4,0,5,2020,143,0,1,1527.0,1353.0,1446.142857142857,1438.5714285714287
2020-05-23,center_chicago,Chicago,1056,22.2,13.5,5,0,5,2020,144,1,1,1122.0,1200.0,1470.4285714285713,1463.142857142857
2020-05-24,center_chicago,Chicago,914,27.7,5.5,6,0,5,2020,145,1,1,797.0,809.0,1461.0,1452.857142857143
2020-05-25,center_chicago,Chicago,861,27.4,1.1,0,1,5,2020,146,0,1,1238.0,1390.0,1477.7142857142858,1460.357142857143
2020-05-26,center_chicago,Chicago,1978,26.4,2.6,1,0,5,2020,147,0,1,1970.0,1760.0,1423.857142857143,1422.5714285714287
2020-05-27,center_chicago,Chicago,2056,25.4,3.6,2,0,5,2020,148,0,1,1776.0,2023.0,1425.0,1438.142857142857
2020-05-28,center_chicago,Chicago,1593,24.1,12.1,3,0,5,2020,149,0,1,1693.0,1482.0,1465.0,1440.5
2020-05-29,center_chicago,Chicago,1428,22.7,8.1,4,0,5,2020,150,0,1,1697.0,1527.0,1450.7142857142858,1448.4285714285713
2020-05-30,center_chicago,Chicago,1260,17.2,1.3,5,0,5,2020,151,1,1,1056.0,1122.0,1412.2857142857142,1441.357142857143
2020-05-31,center_chicago,Chicago,963,14.6,0.0,6,0,5,2020,152,1,1,914.0,797.0,1441.4285714285713,1451.2142857142858
2020-06-01,center_chicago,Chicago,1846,20.0,1.2,0,0,6,2020,153,0,2,861.0,1238.0,1448.4285714285713,1463.0714285714287
2020-06-02,center_chicago,Chicago,1736,30.0,0.0,1,0,6,2020,154,0,2,1978.0,1970.0,1589.142857142857,1506.5
2020-06-03,center_chicago,Chicago,1727,29.7,1.2,2,0,6,2020,155,0,2,2056.0,1776.0,1554.5714285714287,1489.7857142857142
2020-06-04,center_chicago,Chicago,1911,26.5,1.0,3,0,6,2020,156,0,2,1593.0,1693.0,1507.5714285714287,1486.2857142857142
2020-06-05,center_chicago,Chicago,1714,29.8,0.2,4,0,6,2020,157,0,2,1428.0,1697.0,1553.0,1501.857142857143
2020-06-06,center_chicago,Chicago,1119,27.1,0.0,5,0,6,2020,158,1,2,1260.0,1056.0,1593.857142857143,1503.0714285714287
2020-06-07,center_chicago,Chicago,985,21.4,0.0,6,0,6,2020,159,1,2,963.0,914.0,1573.7142857142858,1507.5714285714287
2020-06-08,center_chicago,Chicago,1935,28.5,0.0,0,0,6,2020,160,0,2,1846.0,861.0,1576.857142857143,1512.642857142857
2020-06-09,center_chicago,Chicago,1601,30.0,5.2,1,0,6,2020,161,0,2,1736.0,1978.0,1589.5714285714287,1589.357142857143
2020-06-10,center_chicago,Chicago,1827,28.0,11.0,2,0,6,2020,162,0,2,1727.0,2056.0,1570.2857142857142,1562.4285714285713
2020-06-11,center_chicago,Chicago,1739,25.2,1.0,3,0,6,2020,163,0,2,1911.0,1593.0,1584.5714285714287,1546.0714285714287
2020-06-12,center_chicago,Chicago,1541,24.2,0.0,4,0,6,2020,164,0,2,1714.0,1428.0,1560.0,1556.5
2020-06-13,center_chicago,Chicago,1234,16.5,1.9,5,0,6,2020,165,1,2,1119.0,1260.0,1535.2857142857142,1564.5714285714287
2020-06-14,center_chicago,Chicago,988,17.8,0.0,6,0,6,2020,166,1,2,985.0,963.0,1551.7142857142858,1562.7142857142858
2020-06-15,center_chicago,Chicago,1770,19.9,0.0,0,0,6,2020,167,0,2,1935.0,1846.0,1552.142857142857,1564.5
2020-06-16,center_chicago,Chicago,1877,25.1,0.0,1,0,6,2020,168,0,2,1601.0,1736.0,1528.5714285714287,1559.0714285714287
2020-06-17,center_chicago,Chicago,1759,27.5,0.0,2,0,6,2020,169,0,2,1827.0,1727.0,1568.0,1569.142857142857
2020-06-18,center_chicago,Chicago,1975,28.2,0.0,3,0,6,2020,170,0,2,1739.0,1911.0,1558.2857142857142,1571.4285714285713
2020-06-19,center_chicago,Chicago,1622,30.9,0.0,4,0,6,2020,171,0,2,1541.0,1714.0,1592.0,1576.0
2020-06-20,center_chicago,Chicago,1258,31.6,0.1,5,0,6,2020,172,1,2,1234.0,1119.0,1603.5714285714287,1569.4285714285713
2020-06-21,center_chicago,Chicago,873,26.4,16.1,6,0,6,2020,173,1,2,988.0,985.0,1607.0,1579.357142857143
2020-06-22,center_chicago,Chicago,1507,28.1,5.6,0,0,6,2020,174,0,2,1770.0,1935.0,1590.5714285714287,1571.357142857143
2020-06-23,center_chicago,Chicago,1446,24.0,20.5,1,0,6,2020,175,0,2,1877.0,1601.0,1553.0,1540.7857142857142
2020-06-24,center_chicago,Chicago,1969,23.9,3.2,2,0,6,2020,176,0,2,1759.0,1827.0,1491.4285714285713,1529.7142857142858
2020-06-25,center_chicago,Chicago,1856,23.7,0.5,3,0,6,2020,177,0,2,1975.0,1739.0,1521.4285714285713,1539.857142857143
2020-06-26,center_chicago,Chicago,1523,30.1,3.8,4,0,6,2020,178,0,2,1622.0,1541.0,1504.4285714285713,1548.2142857142858
2020-06-27,center_chicago,Chicago,1051,29.1,15.5,5,0,6,2020,179,1,2,1258.0,1234.0,1490.2857142857142,1546.9285714285713
2020-06-28,center_chicago,Chicago,870,26.5,5.8,6,0,6,2020,180,1,2,873.0,988.0,1460.7142857142858,1533.857142857143
2020-06-29,center_chicago,Chicago,1855,29.3,2.5,0,0,6,2020,181,0,2,1507.0,1770.0,1460.2857142857142,1525.4285714285713
2020-06-30,center_chicago,Chicago,1774,27.2,6.8,1,0,6,2020,182,0,2,1446.0,1877.0,1510.0,1531.5
2020-07-01,center_chicago,Chicago,2068,26.2,0.6,2,0,7,2020,183,0,2,1969.0,1759.0,1556.857142857143,1524.142857142857
2020-07-02,center_chicago,Chicago,1972,27.2,0.0,3,0,7,2020,184,0,2,1856.0,1975.0,1571.0,1546.2142857142858
2020-07-03,center_chicago,Chicago,742,28.7,0.0,4,1,7,2020,185,0,2,1523.0,1622.0,1587.5714285714287,1546.0
2020-07-04,center_chicago,Chicago,584,26.7,0.0,5,1,7,2020,186,1,2,1051.0,1258.0,1476.0,1483.142857142857
2020-07-05,center_chicago,Chicago,1019,29.5,0.0,6,0,7,2020,187,1,2,870.0,873.0,1409.2857142857142,1435.0
2020-07-06,center_chicago,Chicago,1971,32.5,0.3,0,0,7,2020,188,0,2,1855.0,1507.0,1430.5714285714287,1445.4285714285713
2020-07-07,center_chicago,Chicago,1706,32.2,0.9,1,0,7,2020,189,0,2,1774.0,1446.0,1447.142857142857,1478.5714285714287
2020-07-08,center_chicago,Chicago,1771,31.4,2.8,2,0,7,2020,190,0,2,2068.0,1969.0,1437.4285714285713,1497.142857142857
2020-07-09,center_chicago,Chicago,1972,33.8,0.5,3,0,7,2020,191,0,2,1972.0,1856.0,1395.0,1483.0
2020-07-10,center_chicago,Chicago,1109,28.5,21.6,4,0,7,2020,192,0,2,742.0,1523.0,1395.0,1491.2857142857142
2020-07-11,center_chicago,Chicago,1140,29.5,1.9,5,0,7,2020,193,1,2,584.0,1051.0,1447.4285714285713,1461.7142857142858
2020-07-12,center_chicago,Chicago,865,27.5,6.5,6,0,7,2020,194,1,2,1019.0,870.0,1526.857142857143,1468.0714285714287
2020-07-13,center_chicago,Chicago,1959,24.8,0.6,0,0,7,2020,195,0,2,1971.0,1855.0,1504.857142857143,1467.7142857142858
2020-07-14,center_chicago,Chicago,1976,29.6,0.0,1,0,7,2020,196,0,2,1706.0,1774.0,1503.142857142857,1475.142857142857
2020-07-15,center_chicago,Chicago,1904,29.9,0.2,2,0,7,2020,197,0,2,1771.0,2068.0,1541.7142857142858,1489.5714285714287
2020-07-16,center_chicago,Chicago,1445,24.2,70.0,3,0,7,2020,198,0,2,1972.0,1972.0,1560.7142857142858,1477.857142857143
2020-07-17,center_chicago,Chicago,1638,29.7,0.0,4,0,7,2020,199,0,2,1109.0,742.0,1485.4285714285713,1440.2142857142858
2020-07-18,center_chicago,Chicago,1257,32.5,0.0,5,0,7,2020,200,1,2,1140.0,584.0,1561.0,1504.2142857142858
2020-07-19,center_chicago,Chicago,807,31.0,13.1,6,0,7,2020,201,1,2,865.0,1019.0,1577.7142857142858,1552.2857142857142
2020-07-20,center_chicago,Chicago,1829,26.9,0.0,0,0,7,2020,202,0,2,1959.0,1971.0,1569.4285714285713,1537.142857142857
2020-07-21,center_chicago,Chicago,1724,27.2,0.3,1,0,7,2020,203,0,2,1976.0,1706.0,1550.857142857143,1527.0
2020-07-22,center_chicago,Chicago,1694,28.5,5.8,2,0,7,2020,204,0,2,1904.0,1771.0,1514.857142857143,1528.2857142857142
2020-07-23,center_chicago,Chicago,1841,27.8,0.1,3,0,7,2020,205,0,2,1445.0,1972.0,1484.857142857143,1522.7857142857142
2020-07-24,center_chicago,Chicago,1415,25.5,0.1,4,0,7,2020,206,0,2,1638.0,1109.0,1541.4285714285713,1513.4285714285713
2020-07-25,center_chicago,Chicago,1222,30.2,0.0,5,0,7,2020,207,1,2,1257.0,1140.0,1509.5714285714287,1535.2857142857142
2020-07-26,center_chicago,Chicago,1067,32.8,0.3,6,0,7,2020,208,1,2,807.0,865.0,1504.5714285714287,1541.142857142857
2020-07-27,center_chicago,Chicago,1771,30.1,19.5,0,0,7,2020,209,0,2,1829.0,1959.0,1541.7142857142858,1555.5714285714287
2020-07-28,center_chicago,Chicago,1840,28.8,0.1,1,0,7,2020,210,0,2,1724.0,1976.0,1533.4285714285713,1542.142857142857
2020-07-29,center_chicago,Chicago,1999,29.0,0.4,2,0,7,2020,211,0,2,1694.0,1904.0,1550.0,1532.4285714285713
