date,center_id,city,donor_count,temp_max,precipitation,day_of_week,is_holiday
2022-05-25,center_chicago,Chicago,119,23.7,4.5,2,0
2022-05-26,center_chicago,Chicago,96,23.6,7.4,3,0
2022-05-27,center_chicago,Chicago,71,20.5,31.5,4,0
2022-05-28,center_chicago,Chicago,74,20.5,0.0,5,0
2022-05-29,center_chicago,Chicago,62,27.0,0.0,6,0
2022-05-30,center_chicago,Chicago,50,29.0,0.0,0,1
2022-05-31,center_chicago,Chicago,114,28.5,0.1,1,0
2022-06-01,center_chicago,Chicago,98,27.2,9.0,2,0
2022-06-02,center_chicago,Chicago,102,21.4,0.7,3,0
2022-06-03,center_chicago,Chicago,93,26.7,0.0,4,0
2022-06-04,center_chicago,Chicago,79,23.8,0.0,5,0
2022-06-05,center_chicago,Chicago,61,21.8,0.6,6,0
2022-06-06,center_chicago,Chicago,98,25.9,12.8,0,0
2022-06-07,center_chicago,Chicago,109,21.7,11.5,1,0
2022-06-08,center_chicago,Chicago,104,19.1,6.4,2,0
2022-06-09,center_chicago,Chicago,119,24.6,0.0,3,0
2022-06-10,center_chicago,Chicago,103,25.1,0.6,4,0
2022-06-11,center_chicago,Chicago,77,23.1,0.0,5,0
2022-06-12,center_chicago,Chicago,61,22.4,2.2,6,0
2022-06-13,center_chicago,Chicago,114,29.5,1.8,0,0
2022-06-14,center_chicago,Chicago,84,35.8,5.9,1,0
2022-06-15,center_chicago,Chicago,90,35.8,0.0,2,0
2022-06-16,center_chicago,Chicago,118,34.9,0.0,3,0
2022-06-17,center_chicago,Chicago,96,32.5,0.0,4,0
2022-06-18,center_chicago,Chicago,70,24.2,0.0,5,0
2022-06-19,center_chicago,Chicago,27,29.8,0.0,6,1
2022-06-20,center_chicago,Chicago,52,35.0,0.0,0,1
2022-06-21,center_chicago,Chicago,100,37.4,0.0,1,0
2022-06-22,center_chicago,Chicago,121,34.8,0.0,2,0
2022-06-23,center_chicago,Chicago,115,27.5,0.0,3,0
2022-06-24,center_chicago,Chicago,103,31.0,0.0,4,0
2022-06-25,center_chicago,Chicago,66,26.8,12.1,5,0
2022-06-26,center_chicago,Chicago,58,27.0,6.7,6,0
2022-06-27,center_chicago,Chicago,105,24.0,0.0,0,0
2022-06-28,center_chicago,Chicago,124,28.7,0.0,1,0
2022-06-29,center_chicago,Chicago,114,27.7,2.4,2,0
2022-06-30,center_chicago,Chicago,109,34.0,0.0,3,0
2022-07-01,center_chicago,Chicago,97,31.0,0.3,4,0
2022-07-02,center_chicago,Chicago,80,26.1,0.0,5,0
2022-07-03,center_chicago,Chicago,56,27.5,0.0,6,0
2022-07-04,center_chicago,Chicago,51,33.0,0.2,0,1
2022-07-05,center_chicago,Chicago,103,29.5,9.4,1,0
2022-07-06,center_chicago,Chicago,87,25.4,40.2,2,0
2022-07-07,center_chicago,Chicago,101,26.8,0.0,3,0
2022-07-08,center_chicago,Chicago,90,24.9,10.5,4,0
2022-07-09,center_chicago,Chicago,73,22.0,5.4,5,0
2022-07-10,center_chicago,Chicago,57,27.8,0.0,6,0
2022-07-11,center_chicago,Chicago,104,30.1,0.0,0,0
2022-07-12,center_chicago,Chicago,112,30.1,0.0,1,0
2022-07-13,center_chicago,Chicago,123,26.8,0.4,2,0
2022-07-14,center_chicago,Chicago,102,23.3,0.0,3,0
2022-07-15,center_chicago,Chicago,72,24.6,21.7,4,0
2022-07-16,center_chicago,Chicago,69,22.8,4.0,5,0
2022-07-17,center_chicago,Chicago,57,23.4,3.0,6,0
2022-07-18,center_chicago,Chicago,113,29.0,0.5,0,0
2022-07-19,center_chicago,Chicago,108,30.2,0.0,1,0
2022-07-20,center_chicago,Chicago,109,31.3,0.7,2,0
2022-07-21,center_chicago,Chicago,105,30.5,3.0,3,0
2022-07-22,center_chicago,Chicago,88,31.2,0.0,4,0
2022-07-23,center_chicago,Chicago,68,30.2,10.9,5,0
2022-07-24,center_chicago,Chicago,57,30.2,11.1,6,0
2022-07-25,center_chicago,Chicago,107,27.4,0.7,0,0
2022-07-26,center_chicago,Chicago,126,25.0,0.0,1,0
2022-07-27,center_chicago,Chicago,110,28.8,1.1,2,0
2022-07-28,center_chicago,Chicago,112,27.5,0.6,3,0
2022-07-29,center_chicago,Chicago,101,26.4,0.2,4,0
2022-07-30,center_chicago,Chicago,70,25.9,0.0,5,0
2022-07-31,center_chicago,Chicago,55,28.6,0.0,6,0
2022-08-01,center_chicago,Chicago,109,30.8,2.3,0,0
2022-08-02,center_chicago,Chicago,122,30.8,0.0,1,0
2022-08-03,center_chicago,Chicago,120,29.8,1.8,2,0
2022-08-04,center_chicago,Chicago,99,27.9,7.0,3,0
2022-08-05,center_chicago,Chicago,94,26.9,0.1,4,0
2022-08-06,center_chicago,Chicago,70,32.3,1.8,5,0
2022-08-07,center_chicago,Chicago,41,29.7,34.1,6,0
2022-08-08,center_chicago,Chicago,82,27.8,30.8,0,0
2022-08-09,center_chicago,Chicago,111,21.4,0.2,1,0
2022-08-10,center_chicago,Chicago,115,26.1,0.0,2,0
2022-08-11,center_chicago,Chicago,110,25.4,0.1,3,0
2022-08-12,center_chicago,Chicago,99,24.0,0.0,4,0
2022-08-13,center_chicago,Chicago,81,25.5,1.6,5,0
2022-08-14,center_chicago,Chicago,56,24.0,0.6,6,0
2022-08-15,center_chicago,Chicago,103,23.0,1.5,0,0
2022-08-16,center_chicago,Chicago,116,23.5,0.0,1,0
2022-08-17,center_chicago,Chicago,122,24.5,0.1,2,0
2022-08-18,center_chicago,Chicago,102,26.9,0.3,3,0
2022-08-19,center_chicago,Chicago,99,29.8,0.0,4,0
2022-08-20,center_chicago,Chicago,65,26.0,16.9,5,0
2022-08-21,center_chicago,Chicago,57,24.0,17.8,6,0
2022-08-22,center_chicago,Chicago,106,23.8,0.1,0,0
2022-08-23,center_chicago,Chicago,112,26.0,0.0,1,0
2022-08-24,center_chicago,Chicago,123,26.6,0.0,2,0
2022-08-25,center_chicago,Chicago,100,28.1,8.3,3,0
2022-08-26,center_chicago,Chicago,97,24.5,0.7,4,0
2022-08-27,center_chicago,Chicago,83,24.8,0.0,5,0
2022-08-28,center_chicago,Chicago,59,31.0,2.0,6,0
2022-08-29,center_chicago,Chicago,108,32.2,16.1,0,0
2022-08-30,center_chicago,Chicago,108,26.9,0.0,1,0
2022-08-31,center_chicago,Chicago,127,29.4,0.0,2,0
2022-09-01,center_chicago,Chicago,107,30.8,0.0,3,0
2022-09-02,center_chicago,Chicago,96,30.0,0.0,4,0
2022-09-03,center_chicago,Chicago,69,26.7,0.1,5,0
2022-09-04,center_chicago,Chicago,62,22.2,3.7,6,0
2022-09-05,center_chicago,Chicago,50,21.4,0.6,0,1
2022-09-06,center_chicago,Chicago,119,24.0,1.3,1,0
2022-09-07,center_chicago,Chicago,110,23.8,1.0,2,0
2022-09-08,center_chicago,Chicago,113,27.2,0.0,3,0
2022-09-09,center_chicago,Chicago,104,28.2,0.0,4,0
2022-09-10,center_chicago,Chicago,70,28.0,0.0,5,0
2022-09-11,center_chicago,Chicago,49,24.9,38.7,6,0
2022-09-12,center_chicago,Chicago,105,17.0,10.2,0,0
2022-09-13,center_chicago,Chicago,120,22.9,0.5,1,0
2022-09-14,center_chicago,Chicago,113,22.8,0.0,2,0
2022-09-15,center_chicago,Chicago,114,27.4,0.0,3,0
2022-09-16,center_chicago,Chicago,99,28.2,0.0,4,0
2022-09-17,center_chicago,Chicago,80,30.2,0.0,5,0
2022-09-18,center_chicago,Chicago,66,29.6,0.4,6,0
2022-09-19,center_chicago,Chicago,98,26.0,5.5,0,0
2022-09-20,center_chicago,Chicago,114,30.9,9.2,1,0
2022-09-21,center_chicago,Chicago,123,28.2,0.0,2,0
2022-09-22,center_chicago,Chicago,109,22.9,0.0,3,0
2022-09-23,center_chicago,Chicago,97,17.4,0.0,4,0
2022-09-24,center_chicago,Chicago,81,22.6,0.6,5,0
2022-09-25,center_chicago,Chicago,59,19.7,9.9,6,0
2022-09-26,center_chicago,Chicago,102,17.0,0.9,0,0
2022-09-27,center_chicago,Chicago,118,14.1,0.5,1,0
2022-09-28,center_chicago,Chicago,117,13.4,0.1,2,0
2022-09-29,center_chicago,Chicago,113,14.8,0.0,3,0
2022-09-30,center_chicago,Chicago,95,16.1,0.0,4,0
2022-10-01,center_chicago,Chicago,71,17.9,0.0,5,0
2022-10-02,center_chicago,Chicago,61,16.3,0.0,6,0
2022-10-03,center_chicago,Chicago,100,16.1,0.0,0,0
2022-10-04,center_chicago,Chicago,104,21.5,0.0,1,0
2022-10-05,center_chicago,Chicago,121,23.8,0.0,2,0
2022-10-06,center_chicago,Chicago,109,23.8,0.4,3,0
2022-10-07,center_chicago,Chicago,86,15.2,4.6,4,0
2022-10-08,center_chicago,Chicago,70,13.9,0.0,5,0
2022-10-09,center_chicago,Chicago,59,19.5,0.0,6,0
2022-10-10,center_chicago,Chicago,57,19.5,0.1,0,1
2022-10-11,center_chicago,Chicago,99,22.1,5.4,1,0
2022-10-12,center_chicago,Chicago,110,20.8,12.8,2,0
2022-10-13,center_chicago,Chicago,101,12.1,0.6,3,0
2022-10-14,center_chicago,Chicago,100,14.9,0.0,4,0
2022-10-15,center_chicago,Chicago,83,11.4,3.9,5,0
2022-10-16,center_chicago,Chicago,62,12.6,0.0,6,0
2022-10-17,center_chicago,Chicago,88,9.1,0.6,0,0
2022-10-18,center_chicago,Chicago,97,7.6,0.6,1,0
2022-10-19,center_chicago,Chicago,95,8.1,0.0,2,0
2022-10-20,center_chicago,Chicago,117,14.6,0.0,3,0
2022-10-21,center_chicago,Chicago,88,22.0,0.0,4,0
2022-10-22,center_chicago,Chicago,71,24.5,0.0,5,0
2022-10-23,center_chicago,Chicago,60,24.0,0.0,6,0
2022-10-24,center_chicago,Chicago,109,22.8,2.1,0,0
2022-10-25,center_chicago,Chicago,83,20.8,25.2,1,0
2022-10-26,center_chicago,Chicago,100,12.1,17.8,2,0
2022-10-27,center_chicago,Chicago,87,9.8,0.0,3,0
2022-10-28,center_chicago,Chicago,93,11.6,0.0,4,0
2022-10-29,center_chicago,Chicago,71,13.7,0.0,5,0
2022-10-30,center_chicago,Chicago,56,13.4,0.0,6,0
2022-10-31,center_chicago,Chicago,102,13.6,12.7,0,0
2022-11-01,center_chicago,Chicago,120,18.6,0.1,1,0
2022-11-02,center_chicago,Chicago,107,19.9,0.0,2,0
2022-11-03,center_chicago,Chicago,103,20.9,0.0,3,0
2022-11-04,center_chicago,Chicago,96,20.3,1.8,4,0
2022-11-05,center_chicago,Chicago,66,19.8,14.1,5,0
2022-11-06,center_chicago,Chicago,61,15.8,0.0,6,0
2022-11-07,center_chicago,Chicago,115,11.7,0.0,0,0
2022-11-08,center_chicago,Chicago,115,10.9,0.0,1,0
2022-11-09,center_chicago,Chicago,114,19.5,0.4,2,0
2022-11-10,center_chicago,Chicago,111,21.6,0.0,3,0
2022-11-11,center_chicago,Chicago,43,16.9,0.0,4,1
2022-11-12,center_chicago,Chicago,66,3.2,0.0,5,0
2022-11-13,center_chicago,Chicago,53,2.8,0.0,6,0
2022-11-14,center_chicago,Chicago,100,4.4,0.0,0,0
2022-11-15,center_chicago,Chicago,92,3.3,4.8,1,0
2022-11-16,center_chicago,Chicago,89,2.0,4.1,2,0
2022-11-17,center_chicago,Chicago,100,2.0,0.2,3,0
2022-11-18,center_chicago,Chicago,68,-0.6,0.2,4,0
2022-11-19,center_chicago,Chicago,48,-1.1,0.0,5,0
2022-11-20,center_chicago,Chicago,56,0.3,0.0,6,0
2022-11-21,center_chicago,Chicago,85,7.4,0.0,0,0
2022-11-22,center_chicago,Chicago,95,9.1,0.0,1,0
2022-11-23,center_chicago,Chicago,124,12.1,0.0,2,0
2022-11-24,center_chicago,Chicago,50,11.0,0.0,3,1
2022-11-25,center_chicago,Chicago,104,10.0,0.0,4,0
2022-11-26,center_chicago,Chicago,76,11.5,0.0,5,0
2022-11-27,center_chicago,Chicago,49,7.0,7.3,6,0
2022-11-28,center_chicago,Chicago,99,8.0,0.0,0,0
2022-11-29,center_chicago,Chicago,116,13.9,0.0,1,0
2022-11-30,center_chicago,Chicago,105,12.6,5.7,2,0
2022-12-01,center_chicago,Chicago,97,1.8,0.0,3,0
2022-12-02,center_chicago,Chicago,101,10.1,0.0,4,0
2022-12-03,center_chicago,Chicago,63,9.6,0.3,5,0
2022-12-04,center_chicago,Chicago,54,3.4,0.0,6,0
2022-12-05,center_chicago,Chicago,103,6.2,0.0,0,0
2022-12-06,center_chicago,Chicago,104,6.6,0.1,1,0
2022-12-07,center_chicago,Chicago,99,7.6,0.0,2,0
2022-12-08,center_chicago,Chicago,87,5.2,0.0,3,0
2022-12-09,center_chicago,Chicago,72,3.0,12.0,4,0
2022-12-10,center_chicago,Chicago,62,4.1,0.1,5,0
2022-12-11,center_chicago,Chicago,47,4.2,0.1,6,0
2022-12-12,center_chicago,Chicago,86,5.1,0.3,0,0
2022-12-13,center_chicago,Chicago,99,3.6,0.0,1,0
2022-12-14,center_chicago,Chicago,86,7.2,11.5,2,0
2022-12-15,center_chicago,Chicago,68,4.7,26.3,3,0
2022-12-16,center_chicago,Chicago,88,0.6,1.0,4,0
2022-12-17,center_chicago,Chicago,55,-2.3,0.0,5,0
2022-12-18,center_chicago,Chicago,40,-4.4,0.0,6,0
2022-12-19,center_chicago,Chicago,71,-3.5,0.0,0,0
2022-12-20,center_chicago,Chicago,107,2.2,0.0,1,0
2022-12-21,center_chicago,Chicago,80,-0.3,0.0,2,0
2022-12-22,center_chicago,Chicago,93,1.2,3.9,3,0
2022-12-23,center_chicago,Chicago,71,-14.3,1.8,4,0
2022-12-24,center_chicago,Chicago,47,-9.4,0.2,5,0
2022-12-25,center_chicago,Chicago,23,-9.6,0.0,6,1
2022-12-26,center_chicago,Chicago,37,-5.1,1.1,0,1
2022-12-27,center_chicago,Chicago,87,-2.6,0.0,1,0
2022-12-28,center_chicago,Chicago,103,7.1,0.0,2,0
2022-12-29,center_chicago,Chicago,119,13.6,0.0,3,0
2022-12-30,center_chicago,Chicago,101,11.9,0.3,4,0
2022-12-31,center_chicago,Chicago,65,2.2,0.0,5,0
2023-01-01,center_chicago,Chicago,24,8.5,3.6,6,1
2023-01-02,center_chicago,Chicago,46,4.6,0.0,0,1
2023-01-03,center_chicago,Chicago,97,12.7,12.4,1,0
2023-01-04,center_chicago,Chicago,118,10.9,1.0,2,0
2023-01-05,center_chicago,Chicago,98,1.0,1.3,3,0
2023-01-06,center_chicago,Chicago,73,0.9,0.0,4,0
2023-01-07,center_chicago,Chicago,67,0.7,0.0,5,0
2023-01-08,center_chicago,Chicago,54,1.5,0.0,6,0
2023-01-09,center_chicago,Chicago,98,5.7,0.0,0,0
2023-01-10,center_chicago,Chicago,94,8.0,0.4,1,0
2023-01-11,center_chicago,Chicago,111,10.6,0.0,2,0
2023-01-12,center_chicago,Chicago,96,7.9,0.1,3,0
2023-01-13,center_chicago,Chicago,73,2.3,0.8,4,0
2023-01-14,center_chicago,Chicago,65,0.2,0.0,5,0
2023-01-15,center_chicago,Chicago,49,5.1,0.0,6,0
2023-01-16,center_chicago,Chicago,43,7.3,8.7,0,1
2023-01-17,center_chicago,Chicago,99,8.6,0.1,1,0
2023-01-18,center_chicago,Chicago,101,3.5,0.0,2,0
2023-01-19,center_chicago,Chicago,86,5.2,16.9,3,0
2023-01-20,center_chicago,Chicago,87,2.8,1.3,4,0
2023-01-21,center_chicago,Chicago,70,2.5,0.0,5,0
2023-01-22,center_chicago,Chicago,56,0.8,2.3,6,0
2023-01-23,center_chicago,Chicago,72,-0.3,0.3,0,0
2023-01-24,center_chicago,Chicago,105,1.6,0.0,1,0
2023-01-25,center_chicago,Chicago,82,0.9,8.5,2,0
2023-01-26,center_chicago,Chicago,102,0.3,2.1,3,0
2023-01-27,center_chicago,Chicago,82,2.8,0.7,4,0
2023-01-28,center_chicago,Chicago,62,0.9,1.6,5,0
2023-01-29,center_chicago,Chicago,45,-0.6,1.9,6,0
2023-01-30,center_chicago,Chicago,77,-4.1,1.2,0,0
2023-01-31,center_chicago,Chicago,74,-10.3,0.0,1,0
2023-02-01,center_chicago,Chicago,75,-2.8,0.0,2,0
2023-02-02,center_chicago,Chicago,79,-0.2,0.0,3,0
2023-02-03,center_chicago,Chicago,71,-3.8,0.0,4,0
2023-02-04,center_chicago,Chicago,69,5.4,0.0,5,0
2023-02-05,center_chicago,Chicago,50,5.8,0.0,6,0
2023-02-06,center_chicago,Chicago,97,5.2,0.0,0,0
2023-02-07,center_chicago,Chicago,102,9.6,0.0,1,0
2023-02-08,center_chicago,Chicago,104,5.4,0.0,2,0
2023-02-09,center_chicago,Chicago,84,9.2,18.6,3,0
2023-02-10,center_chicago,Chicago,88,3.0,0.7,4,0
2023-02-11,center_chicago,Chicago,67,6.9,0.0,5,0
2023-02-12,center_chicago,Chicago,64,10.0,0.0,6,0
2023-02-13,center_chicago,Chicago,97,9.8,0.0,0,0
2023-02-14,center_chicago,Chicago,127,11.5,0.6,1,0
2023-02-15,center_chicago,Chicago,121,10.0,4.6,2,0
2023-02-16,center_chicago,Chicago,80,2.5,9.6,3,0
2023-02-17,center_chicago,Chicago,71,-0.3,4.2,4,0
2023-02-18,center_chicago,Chicago,69,7.4,0.0,5,0
2023-02-19,center_chicago,Chicago,64,10.4,0.0,6,0
2023-02-20,center_chicago,Chicago,44,5.8,0.0,0,1
2023-02-21,center_chicago,Chicago,89,3.7,0.0,1,0
2023-02-22,center_chicago,Chicago,80,1.9,24.8,2,0
2023-02-23,center_chicago,Chicago,83,7.3,6.3,3,0
2023-02-24,center_chicago,Chicago,66,-0.8,0.0,4,0
2023-02-25,center_chicago,Chicago,58,4.0,1.7,5,0
2023-02-26,center_chicago,Chicago,46,6.8,0.0,6,0
2023-02-27,center_chicago,Chicago,92,14.7,19.1,0,0
2023-02-28,center_chicago,Chicago,101,8.4,0.0,1,0
2023-03-01,center_chicago,Chicago,114,14.1,4.2,2,0
2023-03-02,center_chicago,Chicago,86,7.3,0.0,3,0
2023-03-03,center_chicago,Chicago,67,2.7,5.7,4,0
2023-03-04,center_chicago,Chicago,65,8.8,1.1,5,0
2023-03-05,center_chicago,Chicago,54,5.3,0.5,6,0
2023-03-06,center_chicago,Chicago,105,12.9,9.9,0,0
2023-03-07,center_chicago,Chicago,91,4.2,0.0,1,0
2023-03-08,center_chicago,Chicago,96,4.6,0.0,2,0
2023-03-09,center_chicago,Chicago,92,3.1,1.3,3,0
